attendance,previous_cgpa,subject_difficulty,internal_marks,mid_sem_1,mid_sem_2,end_sem_marks
81.0,8.96,6.2,14.0,10.0,11.0,36.0
77.0,0.0,7.5,16.0,6.0,5.0,31.0
94.0,9.84,5.5,18.0,15.0,15.0,50.0
98.0,10.0,5.5,19.0,14.0,15.0,40.0
89.0,7.9,9.5,20.0,9.0,6.0,26.0
96.0,10.0,7.3,17.0,13.0,10.0,39.0
95.0,9.02,6.8,15.0,12.0,14.0,38.0
76.0,8.2,9.7,15.0,4.0,4.0,36.0
79.0,7.74,7.0,14.0,13.0,15.0,23.0
85.0,9.33,6.7,17.0,11.0,11.0,40.0
87.0,9.86,6.4,16.0,14.0,15.0,45.0
75.0,7.92,7.8,16.0,3.0,2.0,34.0
81.0,8.59,7.8,14.0,9.0,10.0,33.0
100.0,0.0,5.1,18.0,11.0,12.0,38.0
74.0,9.3,8.3,16.0,7.0,6.0,20.0
94.0,9.14,8.9,19.0,9.0,11.0,34.0
90.0,0.0,8.1,16.0,8.0,4.0,30.0
94.0,0.0,9.3,17.0,12.0,12.0,34.0
77.0,8.3,6.4,15.0,13.0,10.0,32.0
61.0,7.1,6.0,10.0,3.0,1.0,23.0
94.0,10.0,8.5,18.0,11.0,13.0,41.0
81.0,7.67,5.9,16.0,6.0,4.0,29.0
74.0,8.06,5.5,13.0,9.0,7.0,20.0
84.0,0.0,5.5,18.0,12.0,13.0,44.0
81.0,6.35,8.8,14.0,6.0,4.0,18.0
100.0,0.0,5.1,20.0,14.0,15.0,50.0
82.0,0.0,6.4,16.0,9.0,10.0,29.0
96.0,10.0,5.6,18.0,12.0,10.0,47.0
66.0,7.78,8.8,14.0,6.0,8.0,28.0
83.0,8.64,7.5,17.0,9.0,5.0,34.0
95.0,9.53,6.0,20.0,13.0,14.0,48.0
90.0,9.37,8.8,14.0,6.0,4.0,29.0
73.0,7.35,8.8,16.0,7.0,6.0,22.0
88.0,0.0,7.6,17.0,9.0,8.0,33.0
92.0,9.98,6.4,18.0,13.0,15.0,33.0
77.0,8.74,7.9,15.0,9.0,8.0,30.0
85.0,7.75,9.7,20.0,6.0,6.0,28.0
67.0,7.92,5.3,10.0,10.0,9.0,29.0
90.0,0.0,6.3,20.0,8.0,6.0,44.0
91.0,8.44,6.4,20.0,14.0,12.0,31.0
85.0,8.97,8.2,17.0,12.0,13.0,25.0
87.0,8.94,8.3,15.0,8.0,8.0,39.0
82.0,9.03,6.0,13.0,8.0,10.0,33.0
80.0,8.05,6.1,15.0,6.0,6.0,32.0
89.0,8.84,9.6,19.0,11.0,11.0,23.0
81.0,8.14,8.8,16.0,7.0,9.0,32.0
82.0,8.87,9.7,18.0,9.0,8.0,36.0
97.0,9.05,9.1,16.0,8.0,5.0,32.0
88.0,9.49,7.0,18.0,14.0,15.0,46.0
96.0,8.38,5.6,20.0,9.0,8.0,29.0
67.0,7.87,8.1,16.0,6.0,6.0,18.0
70.0,7.73,6.8,11.0,7.0,6.0,27.0
86.0,7.93,7.1,16.0,9.0,7.0,39.0
86.0,8.64,7.1,17.0,8.0,4.0,23.0
85.0,9.72,9.7,16.0,9.0,10.0,33.0
91.0,9.71,5.3,20.0,14.0,7.0,48.0
100.0,9.77,6.0,20.0,13.0,15.0,50.0
92.0,9.17,8.0,16.0,15.0,15.0,46.0
95.0,9.48,9.4,20.0,7.0,5.0,33.0
87.0,8.91,9.6,18.0,11.0,14.0,31.0
81.0,8.13,7.8,17.0,6.0,10.0,30.0
100.0,9.98,5.2,20.0,13.0,12.0,50.0
98.0,8.58,6.8,20.0,9.0,10.0,43.0
84.0,7.68,9.6,13.0,5.0,5.0,23.0
100.0,0.0,7.5,17.0,13.0,15.0,40.0
100.0,8.92,8.6,18.0,10.0,7.0,41.0
90.0,8.96,6.3,17.0,8.0,8.0,47.0
84.0,8.3,5.1,17.0,13.0,15.0,26.0
77.0,0.0,7.9,15.0,9.0,11.0,23.0
93.0,9.75,9.2,15.0,10.0,10.0,24.0
65.0,6.1,10.0,10.0,6.0,9.0,12.0
87.0,7.21,9.2,13.0,9.0,9.0,19.0
97.0,9.15,7.8,16.0,10.0,10.0,40.0
80.0,8.66,8.0,18.0,3.0,4.0,15.0
94.0,9.51,9.1,18.0,11.0,11.0,42.0
96.0,10.0,5.1,17.0,11.0,11.0,41.0
92.0,9.32,9.8,15.0,12.0,10.0,28.0
91.0,9.29,7.7,16.0,9.0,15.0,33.0
94.0,7.6,9.8,20.0,7.0,6.0,24.0
100.0,9.49,8.8,20.0,8.0,9.0,42.0
74.0,7.53,5.8,14.0,5.0,9.0,27.0
89.0,0.0,5.8,17.0,11.0,8.0,37.0
82.0,0.0,6.8,13.0,8.0,9.0,23.0
68.0,7.6,6.3,12.0,6.0,6.0,24.0
67.0,6.79,7.2,15.0,9.0,13.0,13.0
83.0,8.53,8.0,15.0,8.0,6.0,8.0
69.0,7.08,7.2,17.0,6.0,4.0,17.0
99.0,8.94,5.3,20.0,6.0,6.0,41.0
91.0,8.35,9.9,17.0,10.0,9.0,25.0
97.0,9.91,7.1,19.0,15.0,14.0,40.0
90.0,8.77,9.3,20.0,8.0,12.0,34.0
88.0,9.14,5.4,19.0,11.0,11.0,46.0
80.0,7.13,9.1,16.0,8.0,6.0,34.0
100.0,9.39,5.9,20.0,9.0,8.0,30.0
84.0,8.54,8.4,17.0,10.0,11.0,26.0
87.0,0.0,8.3,17.0,11.0,12.0,31.0
86.0,8.68,9.5,15.0,9.0,8.0,35.0
77.0,8.98,6.6,15.0,8.0,5.0,31.0
100.0,9.64,5.5,17.0,12.0,12.0,38.0
78.0,8.51,9.3,17.0,6.0,6.0,23.0
95.0,10.0,6.7,19.0,10.0,9.0,44.0
82.0,7.78,6.2,18.0,6.0,9.0,14.0
85.0,7.27,7.4,14.0,6.0,7.0,26.0
86.0,9.03,5.7,20.0,12.0,12.0,27.0
61.0,5.94,6.5,15.0,6.0,5.0,17.0
93.0,9.27,6.9,15.0,15.0,15.0,42.0
82.0,8.35,6.4,15.0,10.0,8.0,38.0
73.0,7.29,7.3,14.0,5.0,4.0,17.0
72.0,7.77,6.9,12.0,5.0,4.0,17.0
83.0,8.04,8.9,16.0,10.0,11.0,14.0
94.0,8.93,9.6,20.0,10.0,11.0,28.0
98.0,0.0,5.5,19.0,10.0,7.0,43.0
83.0,7.92,9.1,13.0,5.0,4.0,27.0
77.0,8.33,9.7,17.0,5.0,6.0,23.0
92.0,0.0,8.4,17.0,7.0,6.0,34.0
87.0,9.29,10.0,16.0,10.0,9.0,32.0
91.0,8.93,6.7,20.0,8.0,8.0,37.0
94.0,8.9,9.2,20.0,8.0,6.0,36.0
88.0,8.92,8.4,16.0,9.0,10.0,28.0
86.0,9.59,6.6,15.0,10.0,11.0,30.0
95.0,9.17,8.5,20.0,10.0,10.0,47.0
99.0,9.79,7.5,20.0,15.0,15.0,50.0
87.0,8.74,5.9,16.0,9.0,10.0,36.0
75.0,8.24,5.9,12.0,6.0,6.0,35.0
77.0,8.46,8.6,16.0,10.0,9.0,42.0
85.0,7.64,8.6,18.0,6.0,10.0,30.0
84.0,7.44,7.7,16.0,7.0,6.0,24.0
91.0,9.0,7.5,16.0,8.0,7.0,35.0
95.0,9.09,5.9,19.0,12.0,11.0,28.0
90.0,0.0,7.1,19.0,13.0,14.0,36.0
86.0,9.74,9.4,16.0,11.0,15.0,35.0
99.0,9.53,9.3,20.0,10.0,10.0,38.0
84.0,7.53,8.3,18.0,7.0,6.0,23.0
80.0,8.29,10.0,18.0,8.0,8.0,15.0
97.0,8.89,9.5,19.0,12.0,9.0,36.0
92.0,10.0,5.7,16.0,15.0,15.0,46.0
87.0,9.24,7.0,17.0,13.0,15.0,41.0
78.0,7.67,5.7,19.0,10.0,11.0,28.0
79.0,8.65,7.3,12.0,13.0,15.0,36.0
77.0,0.0,8.9,11.0,5.0,7.0,25.0
89.0,8.98,5.8,18.0,11.0,10.0,43.0
86.0,0.0,9.4,16.0,9.0,13.0,26.0
71.0,7.16,7.8,14.0,5.0,1.0,7.0
95.0,8.5,8.7,19.0,11.0,12.0,41.0
64.0,8.87,5.2,15.0,10.0,6.0,25.0
93.0,9.19,5.5,19.0,15.0,12.0,40.0
86.0,8.0,8.1,19.0,6.0,8.0,26.0
85.0,9.29,9.2,12.0,9.0,8.0,29.0
98.0,9.62,9.4,19.0,8.0,10.0,31.0
70.0,7.68,8.4,12.0,6.0,2.0,21.0
76.0,6.66,6.0,11.0,3.0,3.0,20.0
88.0,8.61,6.0,18.0,12.0,10.0,41.0
87.0,8.6,9.4,17.0,6.0,5.0,28.0
75.0,6.97,5.6,14.0,7.0,10.0,21.0
93.0,8.77,8.4,18.0,12.0,15.0,24.0
85.0,7.87,7.7,17.0,9.0,10.0,36.0
98.0,8.79,7.1,20.0,10.0,7.0,39.0
100.0,8.98,7.2,20.0,15.0,13.0,39.0
85.0,9.09,9.7,18.0,10.0,10.0,32.0
94.0,10.0,9.3,20.0,9.0,7.0,29.0
82.0,8.32,9.3,15.0,8.0,9.0,30.0
85.0,7.43,7.0,14.0,11.0,14.0,27.0
90.0,8.48,5.5,20.0,8.0,6.0,35.0
91.0,9.76,10.0,20.0,7.0,5.0,36.0
89.0,7.99,5.7,17.0,11.0,9.0,33.0
76.0,0.0,7.6,18.0,8.0,7.0,27.0
64.0,6.49,6.3,12.0,3.0,3.0,9.0
75.0,8.02,7.6,16.0,5.0,5.0,29.0
66.0,8.01,6.5,14.0,3.0,5.0,18.0
100.0,9.11,9.5,19.0,8.0,9.0,39.0
100.0,9.9,9.8,20.0,14.0,14.0,37.0
94.0,9.39,7.1,20.0,11.0,11.0,44.0
80.0,7.63,5.4,14.0,5.0,5.0,33.0
87.0,9.56,8.3,18.0,13.0,13.0,27.0
89.0,9.59,6.9,20.0,15.0,14.0,37.0
79.0,0.0,9.9,12.0,10.0,8.0,22.0
83.0,8.89,5.4,17.0,9.0,9.0,30.0
89.0,8.07,5.6,14.0,9.0,8.0,37.0
89.0,8.47,8.5,19.0,9.0,10.0,16.0
70.0,7.75,8.8,14.0,10.0,10.0,30.0
83.0,8.37,7.4,16.0,9.0,9.0,37.0
80.0,8.6,6.4,13.0,8.0,10.0,32.0
77.0,8.88,6.5,14.0,12.0,9.0,39.0
91.0,8.13,6.7,19.0,13.0,15.0,36.0
82.0,7.45,6.1,16.0,9.0,5.0,32.0
83.0,8.8,9.3,19.0,9.0,12.0,32.0
97.0,8.43,5.3,20.0,12.0,12.0,39.0
80.0,8.07,7.0,18.0,7.0,6.0,29.0
93.0,9.5,8.7,18.0,9.0,6.0,32.0
94.0,8.9,5.0,19.0,10.0,9.0,43.0
97.0,0.0,9.4,17.0,9.0,9.0,31.0
99.0,9.85,8.5,17.0,10.0,10.0,41.0
93.0,9.29,5.4,20.0,12.0,15.0,34.0
86.0,8.79,9.5,15.0,11.0,11.0,31.0
75.0,7.41,7.4,12.0,7.0,8.0,22.0
90.0,0.0,8.3,18.0,8.0,9.0,41.0
89.0,0.0,9.4,17.0,12.0,11.0,35.0
84.0,9.26,9.4,16.0,9.0,9.0,31.0
92.0,9.53,7.0,20.0,11.0,11.0,30.0
91.0,8.25,6.2,16.0,8.0,9.0,31.0
100.0,9.26,6.3,20.0,15.0,13.0,46.0
85.0,0.0,8.8,17.0,12.0,11.0,32.0
81.0,8.19,9.6,18.0,8.0,9.0,27.0
71.0,8.04,5.4,13.0,9.0,7.0,22.0
95.0,9.13,5.1,19.0,15.0,15.0,44.0
69.0,6.8,9.1,14.0,7.0,6.0,23.0
73.0,8.85,6.9,12.0,7.0,8.0,25.0
97.0,8.75,6.4,16.0,11.0,14.0,34.0
90.0,8.24,5.9,18.0,8.0,7.0,33.0
87.0,9.83,6.7,20.0,12.0,14.0,32.0
88.0,8.41,9.9,17.0,11.0,11.0,36.0
93.0,9.57,9.9,18.0,9.0,8.0,30.0
95.0,8.78,6.7,20.0,12.0,12.0,37.0
95.0,9.11,9.8,19.0,14.0,15.0,39.0
91.0,10.0,6.5,20.0,11.0,11.0,48.0
85.0,9.25,9.3,20.0,10.0,13.0,30.0
87.0,9.84,6.1,16.0,11.0,11.0,34.0
83.0,8.56,9.1,16.0,7.0,4.0,33.0
86.0,9.02,6.8,18.0,11.0,11.0,27.0
90.0,9.05,6.0,20.0,14.0,11.0,42.0
83.0,8.08,9.7,16.0,8.0,7.0,29.0
78.0,7.08,6.1,17.0,7.0,6.0,22.0
84.0,7.35,10.0,17.0,8.0,12.0,20.0
83.0,0.0,5.5,16.0,14.0,15.0,38.0
75.0,9.1,5.1,14.0,13.0,13.0,35.0
89.0,8.47,9.4,17.0,9.0,11.0,25.0
79.0,8.16,7.9,20.0,9.0,8.0,32.0
84.0,8.3,7.1,14.0,10.0,7.0,41.0
82.0,8.82,5.4,14.0,11.0,12.0,44.0
91.0,9.58,7.9,19.0,12.0,13.0,39.0
100.0,9.77,7.0,20.0,12.0,10.0,36.0
84.0,8.89,7.4,18.0,11.0,9.0,26.0
71.0,0.0,8.2,12.0,9.0,11.0,11.0
97.0,9.01,8.2,17.0,11.0,8.0,42.0
87.0,0.0,9.8,17.0,4.0,5.0,28.0
64.0,7.91,8.3,15.0,10.0,9.0,19.0
98.0,9.43,6.7,18.0,11.0,12.0,32.0
98.0,8.53,6.6,20.0,11.0,13.0,28.0
82.0,10.0,7.4,15.0,13.0,11.0,31.0
82.0,0.0,6.3,13.0,14.0,12.0,43.0
53.0,7.11,6.9,8.0,8.0,11.0,19.0
76.0,7.54,9.2,17.0,5.0,5.0,14.0
94.0,0.0,9.3,18.0,12.0,13.0,39.0
86.0,0.0,8.1,20.0,9.0,11.0,27.0
99.0,9.25,7.9,20.0,15.0,13.0,38.0
91.0,8.33,7.1,15.0,12.0,14.0,35.0
97.0,8.11,8.2,20.0,9.0,10.0,32.0
100.0,9.02,9.0,18.0,10.0,13.0,36.0
80.0,7.99,8.7,15.0,3.0,6.0,26.0
77.0,8.61,5.2,18.0,9.0,9.0,25.0
90.0,0.0,8.7,15.0,13.0,15.0,37.0
78.0,8.64,8.6,15.0,9.0,9.0,25.0
68.0,6.69,5.5,11.0,0.0,0.0,15.0
84.0,7.86,5.8,14.0,7.0,5.0,39.0
93.0,8.35,8.9,18.0,10.0,10.0,25.0
92.0,8.73,7.8,17.0,15.0,11.0,40.0
77.0,7.77,9.1,15.0,8.0,8.0,24.0
66.0,6.57,5.9,14.0,8.0,11.0,15.0
100.0,8.76,5.2,18.0,12.0,14.0,45.0
69.0,8.34,5.8,11.0,8.0,8.0,22.0
89.0,9.15,7.3,19.0,10.0,10.0,39.0
100.0,9.13,7.6,18.0,14.0,13.0,38.0
90.0,8.92,9.3,20.0,8.0,6.0,37.0
89.0,8.53,8.6,17.0,13.0,15.0,28.0
92.0,7.88,10.0,18.0,9.0,6.0,21.0
81.0,10.0,5.4,12.0,8.0,5.0,37.0
92.0,9.72,5.7,16.0,11.0,13.0,50.0
95.0,9.27,5.4,14.0,12.0,12.0,47.0
89.0,7.77,7.7,18.0,10.0,10.0,28.0
100.0,8.94,6.3,20.0,12.0,12.0,39.0
91.0,9.9,8.4,19.0,9.0,13.0,44.0
90.0,9.06,5.7,20.0,11.0,11.0,30.0
92.0,8.81,5.5,20.0,4.0,5.0,28.0
87.0,0.0,7.3,17.0,8.0,12.0,35.0
100.0,10.0,6.9,20.0,9.0,9.0,40.0
80.0,0.0,9.1,17.0,7.0,10.0,18.0
84.0,9.3,9.2,15.0,10.0,6.0,42.0
72.0,7.15,5.6,13.0,5.0,3.0,22.0
85.0,0.0,9.1,20.0,9.0,8.0,25.0
88.0,8.37,7.8,14.0,13.0,14.0,41.0
81.0,7.47,7.5,17.0,7.0,11.0,19.0
99.0,9.55,5.5,20.0,15.0,14.0,36.0
87.0,8.1,8.7,15.0,11.0,13.0,26.0
86.0,8.81,5.3,16.0,10.0,14.0,48.0
83.0,8.06,6.4,16.0,13.0,15.0,39.0
82.0,9.12,5.5,17.0,11.0,10.0,34.0
69.0,7.36,7.7,15.0,9.0,11.0,26.0
77.0,7.18,8.2,15.0,6.0,7.0,11.0
97.0,10.0,9.5,20.0,11.0,10.0,41.0
79.0,7.26,8.7,17.0,8.0,9.0,30.0
78.0,8.75,9.8,17.0,7.0,6.0,32.0
90.0,9.04,8.8,20.0,13.0,13.0,35.0
84.0,8.85,6.5,19.0,14.0,11.0,38.0
84.0,9.33,7.7,17.0,6.0,2.0,33.0
99.0,9.87,7.3,20.0,14.0,13.0,42.0
93.0,9.15,7.8,19.0,8.0,9.0,32.0
84.0,8.17,7.9,17.0,2.0,0.0,24.0
80.0,8.47,8.5,14.0,9.0,10.0,31.0
70.0,7.66,5.4,14.0,8.0,8.0,25.0
93.0,8.32,8.7,14.0,11.0,12.0,41.0
83.0,0.0,5.7,19.0,9.0,11.0,30.0
91.0,8.7,5.1,19.0,14.0,15.0,50.0
78.0,6.34,7.6,15.0,4.0,5.0,23.0
84.0,8.31,7.9,16.0,9.0,8.0,29.0
91.0,9.31,5.2,20.0,14.0,14.0,43.0
96.0,9.88,7.6,20.0,15.0,15.0,37.0
79.0,9.18,7.7,17.0,10.0,12.0,32.0
92.0,9.55,5.3,20.0,11.0,11.0,33.0
94.0,9.57,8.6,20.0,11.0,11.0,43.0
80.0,0.0,6.1,14.0,5.0,4.0,24.0
98.0,0.0,9.0,20.0,11.0,9.0,32.0
91.0,9.69,6.6,19.0,9.0,12.0,28.0
81.0,9.53,7.4,15.0,12.0,13.0,36.0
82.0,7.9,9.5,16.0,7.0,4.0,21.0
81.0,9.11,9.0,15.0,4.0,4.0,29.0
85.0,0.0,8.9,17.0,6.0,9.0,34.0
93.0,9.87,5.8,18.0,10.0,9.0,45.0
92.0,8.09,5.2,19.0,11.0,9.0,40.0
80.0,0.0,8.0,17.0,12.0,13.0,36.0
84.0,9.27,7.1,19.0,9.0,10.0,34.0
93.0,0.0,9.5,20.0,9.0,8.0,21.0
86.0,9.04,6.7,16.0,13.0,12.0,36.0
94.0,9.69,7.1,20.0,14.0,15.0,39.0
75.0,8.95,7.6,14.0,10.0,8.0,17.0
80.0,8.92,9.0,15.0,8.0,7.0,25.0
90.0,8.96,6.3,19.0,12.0,12.0,47.0
94.0,8.23,9.7,20.0,7.0,8.0,28.0
84.0,10.0,7.7,18.0,14.0,13.0,35.0
78.0,7.52,9.2,14.0,8.0,9.0,11.0
77.0,8.15,7.6,12.0,8.0,10.0,19.0
64.0,5.59,8.9,9.0,3.0,2.0,10.0
70.0,6.47,5.3,14.0,8.0,14.0,23.0
95.0,8.87,9.0,20.0,10.0,13.0,29.0
87.0,8.3,7.6,15.0,11.0,12.0,41.0
72.0,0.0,7.2,15.0,5.0,5.0,15.0
91.0,8.78,5.6,16.0,15.0,14.0,33.0
79.0,7.77,8.7,14.0,6.0,9.0,25.0
97.0,0.0,5.7,20.0,14.0,14.0,39.0
90.0,9.04,6.0,17.0,10.0,7.0,34.0
93.0,9.01,5.6,20.0,11.0,8.0,42.0
89.0,9.61,5.0,17.0,9.0,9.0,38.0
85.0,8.65,8.3,19.0,10.0,10.0,21.0
91.0,8.74,6.4,20.0,10.0,8.0,40.0
81.0,9.0,5.7,15.0,13.0,10.0,39.0
80.0,8.22,6.6,20.0,10.0,6.0,28.0
83.0,8.83,7.5,17.0,10.0,8.0,37.0
78.0,0.0,7.5,14.0,5.0,4.0,23.0
76.0,7.82,6.8,15.0,9.0,10.0,16.0
93.0,9.09,7.5,18.0,9.0,9.0,39.0
90.0,0.0,7.1,20.0,7.0,9.0,32.0
85.0,0.0,9.1,20.0,10.0,11.0,33.0
84.0,9.51,5.1,19.0,8.0,9.0,33.0
63.0,0.0,9.3,10.0,0.0,2.0,7.0
96.0,8.92,6.2,20.0,15.0,12.0,45.0
93.0,0.0,8.6,16.0,10.0,9.0,39.0
79.0,0.0,7.0,18.0,6.0,11.0,37.0
95.0,9.72,6.5,18.0,9.0,5.0,40.0
82.0,7.74,8.1,17.0,5.0,4.0,29.0
97.0,9.89,8.8,18.0,14.0,15.0,47.0
87.0,7.77,7.2,14.0,6.0,2.0,22.0
81.0,0.0,7.3,18.0,9.0,7.0,47.0
88.0,7.65,5.3,20.0,11.0,15.0,34.0
87.0,0.0,9.6,18.0,8.0,8.0,31.0
89.0,9.49,9.2,14.0,10.0,9.0,35.0
91.0,9.32,7.0,20.0,11.0,11.0,37.0
100.0,10.0,8.8,19.0,15.0,14.0,42.0
88.0,10.0,6.6,19.0,9.0,12.0,35.0
99.0,9.25,8.7,19.0,11.0,9.0,27.0
99.0,9.57,7.6,19.0,15.0,14.0,43.0
76.0,7.23,7.3,16.0,5.0,2.0,20.0
82.0,8.04,5.3,15.0,9.0,8.0,34.0
89.0,0.0,9.8,17.0,12.0,12.0,31.0
81.0,7.88,9.2,17.0,8.0,10.0,23.0
86.0,8.4,9.0,20.0,7.0,5.0,26.0
90.0,0.0,6.5,18.0,12.0,13.0,30.0
86.0,7.97,6.4,19.0,10.0,10.0,32.0
87.0,8.88,7.9,15.0,11.0,7.0,30.0
93.0,9.15,9.2,20.0,12.0,11.0,28.0
99.0,8.41,9.7,18.0,11.0,9.0,36.0
93.0,9.29,6.3,18.0,12.0,15.0,38.0
69.0,6.35,8.0,15.0,4.0,5.0,19.0
91.0,8.06,8.6,17.0,15.0,15.0,29.0
75.0,8.04,6.1,17.0,6.0,0.0,22.0
93.0,8.84,7.0,17.0,11.0,7.0,42.0
85.0,0.0,5.9,19.0,11.0,12.0,27.0
98.0,9.23,8.5,20.0,11.0,13.0,33.0
85.0,9.1,9.3,18.0,13.0,12.0,26.0
80.0,7.19,9.4,17.0,6.0,6.0,24.0
88.0,8.84,8.4,20.0,10.0,10.0,34.0
75.0,7.29,6.7,16.0,10.0,10.0,30.0
85.0,8.13,8.3,17.0,9.0,8.0,34.0
99.0,9.86,9.3,20.0,12.0,14.0,36.0
95.0,9.5,8.1,20.0,11.0,13.0,38.0
90.0,8.95,7.1,20.0,12.0,10.0,38.0
86.0,8.29,9.6,17.0,10.0,8.0,24.0
83.0,8.42,9.2,15.0,7.0,5.0,30.0
70.0,5.61,9.4,16.0,0.0,0.0,14.0
94.0,9.56,9.5,16.0,6.0,7.0,33.0
77.0,8.45,7.0,16.0,7.0,9.0,35.0
72.0,0.0,9.3,15.0,5.0,7.0,14.0
87.0,8.89,7.9,17.0,5.0,6.0,28.0
95.0,9.29,5.2,19.0,12.0,12.0,24.0
72.0,7.15,8.2,11.0,6.0,9.0,15.0
96.0,0.0,7.4,17.0,13.0,13.0,49.0
68.0,7.94,6.4,15.0,8.0,9.0,26.0
79.0,6.97,9.9,12.0,8.0,9.0,23.0
85.0,7.32,5.3,17.0,10.0,10.0,35.0
80.0,8.66,9.7,15.0,8.0,8.0,27.0
98.0,7.92,5.8,16.0,10.0,13.0,32.0
96.0,9.66,6.9,20.0,9.0,9.0,35.0
89.0,8.35,7.1,16.0,11.0,10.0,32.0
93.0,10.0,8.7,20.0,8.0,7.0,35.0
81.0,8.69,6.1,15.0,11.0,12.0,30.0
81.0,8.66,9.9,15.0,5.0,4.0,23.0
65.0,7.19,8.7,13.0,3.0,4.0,17.0
83.0,7.59,8.9,16.0,7.0,7.0,26.0
89.0,8.65,5.5,17.0,14.0,13.0,33.0
97.0,9.41,7.4,18.0,8.0,5.0,38.0
83.0,8.64,9.7,15.0,8.0,6.0,24.0
94.0,9.29,6.4,20.0,14.0,12.0,30.0
79.0,7.78,5.7,16.0,11.0,9.0,27.0
85.0,8.04,7.4,17.0,8.0,9.0,31.0
75.0,7.54,9.7,13.0,6.0,10.0,23.0
91.0,9.16,7.4,20.0,15.0,14.0,40.0
97.0,9.26,7.0,19.0,12.0,11.0,34.0
85.0,8.45,8.3,13.0,10.0,9.0,20.0
88.0,7.93,9.7,18.0,6.0,8.0,27.0
81.0,9.09,5.2,15.0,14.0,15.0,49.0
100.0,9.65,5.8,20.0,11.0,11.0,47.0
90.0,8.39,5.7,20.0,9.0,7.0,31.0
91.0,9.22,5.4,20.0,14.0,12.0,43.0
94.0,9.7,6.5,18.0,14.0,14.0,49.0
67.0,6.8,6.1,13.0,3.0,3.0,18.0
92.0,9.05,7.7,19.0,13.0,13.0,41.0
90.0,8.13,6.6,20.0,9.0,10.0,25.0
83.0,9.8,7.0,15.0,10.0,8.0,35.0
84.0,8.96,9.7,17.0,8.0,9.0,25.0
93.0,8.52,5.8,20.0,9.0,9.0,34.0
83.0,8.69,6.9,16.0,11.0,9.0,25.0
65.0,6.72,6.3,13.0,2.0,1.0,11.0
68.0,7.88,7.7,19.0,4.0,5.0,19.0
83.0,8.05,8.7,16.0,5.0,3.0,20.0
94.0,8.89,9.1,16.0,13.0,15.0,32.0
85.0,8.34,7.6,17.0,7.0,8.0,16.0
74.0,8.32,9.3,18.0,4.0,4.0,26.0
75.0,8.08,8.9,17.0,5.0,4.0,5.0
93.0,8.8,5.8,17.0,12.0,14.0,38.0
90.0,8.75,6.2,19.0,11.0,10.0,30.0
75.0,8.2,8.4,15.0,6.0,5.0,16.0
79.0,9.66,9.9,17.0,9.0,12.0,32.0
75.0,8.03,6.9,14.0,4.0,3.0,26.0
94.0,8.86,6.1,20.0,12.0,12.0,43.0
88.0,10.0,9.3,20.0,13.0,11.0,40.0
83.0,8.5,6.0,11.0,8.0,9.0,27.0
69.0,7.4,8.5,15.0,6.0,7.0,18.0
83.0,8.98,5.2,19.0,9.0,12.0,24.0
84.0,9.0,5.1,14.0,9.0,7.0,37.0
97.0,9.55,7.3,18.0,12.0,9.0,38.0
73.0,7.08,8.3,14.0,10.0,9.0,17.0
89.0,10.0,5.7,16.0,14.0,13.0,32.0
100.0,10.0,8.8,18.0,11.0,11.0,35.0
66.0,0.0,5.6,12.0,6.0,7.0,31.0
82.0,8.12,7.7,18.0,10.0,15.0,24.0
86.0,9.41,6.5,20.0,9.0,8.0,26.0
83.0,7.05,8.8,19.0,5.0,1.0,21.0
77.0,7.36,9.0,17.0,7.0,7.0,24.0
89.0,10.0,5.3,20.0,13.0,14.0,33.0
73.0,7.45,6.0,19.0,7.0,5.0,14.0
94.0,0.0,9.5,19.0,13.0,13.0,31.0
74.0,7.68,7.1,18.0,10.0,10.0,22.0
88.0,9.7,7.4,18.0,11.0,12.0,45.0
67.0,8.17,5.8,13.0,5.0,7.0,18.0
81.0,8.36,10.0,16.0,9.0,9.0,25.0
100.0,9.7,9.6,20.0,10.0,11.0,37.0
85.0,8.38,5.0,20.0,13.0,9.0,25.0
71.0,7.6,7.8,15.0,5.0,3.0,15.0
68.0,7.93,9.4,13.0,6.0,5.0,14.0
69.0,0.0,7.2,13.0,10.0,8.0,17.0
100.0,10.0,7.2,16.0,14.0,14.0,49.0
95.0,10.0,6.9,20.0,14.0,13.0,47.0
85.0,7.91,5.1,18.0,9.0,8.0,26.0
80.0,7.48,9.0,14.0,7.0,9.0,17.0
64.0,0.0,7.3,14.0,5.0,5.0,18.0
94.0,8.59,7.7,20.0,10.0,8.0,30.0
92.0,8.18,6.3,15.0,7.0,6.0,37.0
94.0,9.64,8.9,18.0,14.0,15.0,41.0
82.0,8.35,9.0,19.0,9.0,9.0,21.0
87.0,8.91,7.8,16.0,11.0,13.0,35.0
92.0,7.79,9.5,18.0,7.0,9.0,25.0
84.0,8.74,5.6,17.0,11.0,10.0,43.0
75.0,7.21,8.9,15.0,3.0,6.0,26.0
82.0,8.84,7.8,18.0,11.0,14.0,23.0
90.0,0.0,6.2,20.0,11.0,7.0,28.0
98.0,9.16,5.7,20.0,15.0,15.0,39.0
100.0,9.44,6.5,19.0,12.0,11.0,36.0
89.0,9.05,9.3,19.0,10.0,9.0,27.0
87.0,9.07,8.9,19.0,9.0,7.0,25.0
91.0,8.37,8.2,18.0,8.0,6.0,37.0
